2024-01-12 07:03:11,120 : INFO : Checking for updates to resources.json in case models have been updated.  Note: this behavior can be turned off with download_method=None or download_method=DownloadMethod.REUSE_RESOURCES
2024-01-12 07:03:12,531 : INFO : Loading these models for language: en (English):
============================================
| Processor    | Package                   |
--------------------------------------------
| tokenize     | combined                  |
| mwt          | combined                  |
| pos          | combined_charlm           |
| lemma        | combined_nocharlm         |
| constituency | ptb3-revised_charlm       |
| depparse     | combined_charlm           |
| sentiment    | sstplus                   |
| ner          | ontonotes-ww-multi_charlm |
============================================

2024-01-12 07:03:12,532 : INFO : Using device: cpu
2024-01-12 07:03:12,532 : INFO : Loading: tokenize
2024-01-12 07:03:12,788 : INFO : Loading: mwt
2024-01-12 07:03:12,810 : INFO : Loading: pos
2024-01-12 07:03:13,139 : INFO : Loading: lemma
2024-01-12 07:03:13,284 : INFO : Loading: constituency
2024-01-12 07:03:13,757 : INFO : Loading: depparse
2024-01-12 07:03:14,027 : INFO : Loading: sentiment
2024-01-12 07:03:14,310 : INFO : Loading: ner
2024-01-12 07:03:14,826 : INFO : Done loading processors!
2024-01-12 07:30:03,520 : WARNING : No results for [dose mannitol infusion], Retry [mannitol infusion]
2024-01-12 07:30:08,072 : WARNING : No results for [elevated liver transaminases], Retry [liver transaminases]
2024-01-12 07:30:08,827 : WARNING : No results for [liver transaminases], Retry [transaminases]
2024-01-12 07:30:13,411 : WARNING : No results for [mild neutropenia], Retry [neutropenia]
2024-01-12 07:30:15,124 : WARNING : No results for [mild pruritus], Retry [pruritus]
2024-01-12 07:30:16,680 : WARNING : No results for [a clinical study], Retry [clinical study]
2024-01-12 07:30:18,412 : WARNING : No results for [antimalarial treatment], Retry [treatment]
2024-01-12 07:30:20,944 : WARNING : No results for [one sudden death], Retry [sudden death]
2024-01-12 07:30:24,443 : WARNING : No results for [serious extrapyramidal movement disorders], Retry [extrapyramidal movement disorders]
2024-01-12 07:30:28,907 : WARNING : No results for [Lithium treatment], Retry [treatment]
2024-01-12 07:30:30,631 : WARNING : No results for [lithium intoxication], Retry [intoxication]
2024-01-12 07:30:32,265 : WARNING : No results for [a diabetes insipidus], Retry [diabetes insipidus]
2024-01-12 07:30:35,214 : WARNING : No results for [a lichenoid eruption], Retry [lichenoid eruption]
2024-01-12 07:30:37,781 : WARNING : No results for [arthritic pain], Retry [pain]
2024-01-12 07:30:40,424 : WARNING : No results for [tissue plasminogen activator treatment], Retry [plasminogen activator treatment]
2024-01-12 07:30:41,074 : WARNING : No results for [plasminogen activator treatment], Retry [activator treatment]
2024-01-12 07:30:47,353 : WARNING : No results for [prophylactic intrathecal methotrexate administration], Retry [intrathecal methotrexate administration]
2024-01-12 07:30:48,002 : WARNING : No results for [intrathecal methotrexate administration], Retry [methotrexate administration]
2024-01-12 07:30:48,733 : WARNING : No results for [methotrexate administration], Retry [administration]
2024-01-12 07:30:53,191 : WARNING : No results for [Transient neurological disturbances], Retry [neurological disturbances]
2024-01-12 07:30:53,959 : WARNING : No results for [neurological disturbances], Retry [disturbances]
2024-01-12 07:30:55,720 : WARNING : No results for [the chemotherapy], Retry [chemotherapy]
2024-01-12 07:30:57,462 : WARNING : No results for [high - dose methotrexate], Retry [- dose methotrexate]
2024-01-12 07:30:59,991 : WARNING : No results for [Late lethal hepatitis B virus reactivation], Retry [lethal hepatitis B virus reactivation]
2024-01-12 07:31:00,657 : WARNING : No results for [lethal hepatitis B virus reactivation], Retry [hepatitis B virus reactivation]
2024-01-12 07:31:01,300 : WARNING : No results for [hepatitis B virus reactivation], Retry [B virus reactivation]
2024-01-12 07:31:02,045 : WARNING : No results for [B virus reactivation], Retry [virus reactivation]
2024-01-12 07:31:03,729 : WARNING : No results for [rituximab treatment], Retry [treatment]
2024-01-12 07:31:05,391 : WARNING : No results for [low - grade cutaneous B - cell lymphoma], Retry [- grade cutaneous B - cell lymphoma]
2024-01-12 07:31:06,009 : WARNING : No results for [- grade cutaneous B - cell lymphoma], Retry [grade cutaneous B - cell lymphoma]
2024-01-12 07:31:06,653 : WARNING : No results for [grade cutaneous B - cell lymphoma], Retry [cutaneous B - cell lymphoma]
2024-01-12 07:31:09,211 : WARNING : No results for [an iron deficiency anemia], Retry [iron deficiency anemia]
2024-01-12 07:31:11,866 : WARNING : No results for [continuous high - dose intracoronary nitroglycerin infusion], Retry [high - dose intracoronary nitroglycerin infusion]
2024-01-12 07:31:12,563 : WARNING : No results for [high - dose intracoronary nitroglycerin infusion], Retry [- dose intracoronary nitroglycerin infusion]
2024-01-12 07:31:13,207 : WARNING : No results for [- dose intracoronary nitroglycerin infusion], Retry [dose intracoronary nitroglycerin infusion]
2024-01-12 07:31:13,850 : WARNING : No results for [dose intracoronary nitroglycerin infusion], Retry [intracoronary nitroglycerin infusion]
2024-01-12 07:31:14,481 : WARNING : No results for [intracoronary nitroglycerin infusion], Retry [nitroglycerin infusion]
2024-01-12 07:31:15,112 : WARNING : No results for [nitroglycerin infusion], Retry [infusion]
2024-01-12 07:31:16,782 : WARNING : No results for [a 6 French coronary guiding catheter], Retry [6 French coronary guiding catheter]
2024-01-12 07:31:17,425 : WARNING : No results for [6 French coronary guiding catheter], Retry [French coronary guiding catheter]
2024-01-12 07:31:18,051 : WARNING : No results for [French coronary guiding catheter], Retry [coronary guiding catheter]
2024-01-12 07:31:21,485 : WARNING : No results for [refractory coronary vasospasm], Retry [coronary vasospasm]
2024-01-12 07:31:22,081 : WARNING : No results for [coronary vasospasm], Retry [vasospasm]
2024-01-12 07:31:39,496 : WARNING : No results for [RLS symptoms], Retry [symptoms]
2024-01-12 07:31:43,777 : WARNING : No results for [a liver abscess], Retry [liver abscess]
2024-01-12 07:31:46,443 : WARNING : No results for [metronidazole therapy], Retry [therapy]
2024-01-12 07:31:48,252 : WARNING : No results for [reversible deafness], Retry [deafness]
2024-01-12 07:31:51,752 : WARNING : No results for [a splenic abscess], Retry [splenic abscess]
2024-01-12 07:31:54,365 : WARNING : No results for [hemorrhagic and thrombotic cerebrovascular events], Retry [and thrombotic cerebrovascular events]
2024-01-12 07:31:55,038 : WARNING : No results for [and thrombotic cerebrovascular events], Retry [thrombotic cerebrovascular events]
2024-01-12 07:31:55,704 : WARNING : No results for [thrombotic cerebrovascular events], Retry [cerebrovascular events]
2024-01-12 07:31:56,489 : WARNING : No results for [cerebrovascular events], Retry [events]
2024-01-12 07:31:59,250 : WARNING : No results for [the ciprofloxacin therapy], Retry [ciprofloxacin therapy]
2024-01-12 07:32:00,006 : WARNING : No results for [ciprofloxacin therapy], Retry [therapy]
2024-01-12 07:32:01,970 : WARNING : No results for [the ciprofloxacin], Retry [ciprofloxacin]
2024-01-12 07:32:03,550 : WARNING : No results for [hemorrhagic vasculitis], Retry [vasculitis]
2024-01-12 07:32:05,167 : WARNING : No results for [a severe forefoot infection], Retry [severe forefoot infection]
2024-01-12 07:32:05,808 : WARNING : No results for [severe forefoot infection], Retry [forefoot infection]
2024-01-12 07:32:06,406 : WARNING : No results for [forefoot infection], Retry [infection]
2024-01-12 07:32:09,279 : WARNING : No results for [a below - knee amputation], Retry [below - knee amputation]
2024-01-12 07:32:15,555 : WARNING : No results for [intermittent Decadron], Retry [Decadron]
2024-01-12 07:32:16,951 : WARNING : No results for [an antiemetic], Retry [antiemetic]
2024-01-12 07:32:23,382 : WARNING : No results for [associated hypothyroidism], Retry [hypothyroidism]
2024-01-12 07:32:26,669 : WARNING : No results for [ethambutol treatment], Retry [treatment]
2024-01-12 07:32:30,334 : WARNING : No results for [bitemporal visual field defects], Retry [visual field defects]
2024-01-12 07:32:31,890 : WARNING : No results for [optic chiasm damage], Retry [chiasm damage]
2024-01-12 07:32:32,552 : WARNING : No results for [chiasm damage], Retry [damage]
2024-01-12 07:32:34,203 : WARNING : No results for [her eruption], Retry [eruption]
2024-01-12 07:32:37,705 : WARNING : No results for [the angiotensin II receptor antagonist], Retry [angiotensin II receptor antagonist]
2024-01-12 07:32:41,263 : WARNING : No results for [reabsorption of urate in the renal proximal tubule], Retry [urate in the renal proximal tubule]
2024-01-12 07:32:43,732 : WARNING : No results for [complicated cardiovascular disease], Retry [cardiovascular disease]
2024-01-12 07:32:45,411 : WARNING : No results for [maintenance lithium therapy], Retry [lithium therapy]
2024-01-12 07:32:47,015 : WARNING : No results for [a movement disorder], Retry [movement disorder]
2024-01-12 07:32:50,530 : WARNING : No results for [an acute depression], Retry [acute depression]
2024-01-12 07:32:54,068 : WARNING : No results for [a different formulation], Retry [different formulation]
2024-01-12 07:32:54,806 : WARNING : No results for [different formulation], Retry [formulation]
2024-01-12 07:32:56,360 : WARNING : No results for [Chronic photosensitivity], Retry [photosensitivity]
2024-01-12 07:32:57,938 : WARNING : No results for [hydrochlorothiazide ingestion], Retry [ingestion]
2024-01-12 07:33:02,332 : WARNING : No results for [hyperchloremic metabolic acidosis], Retry [metabolic acidosis]
2024-01-12 07:33:06,473 : WARNING : No results for [fatal cryptococcal meningitis], Retry [cryptococcal meningitis]
2024-01-12 07:33:16,731 : WARNING : No results for [autonomic instability], Retry [instability]
2024-01-12 07:33:19,541 : WARNING : No results for [full preadmission dosing], Retry [preadmission dosing]
2024-01-12 07:33:20,208 : WARNING : No results for [preadmission dosing], Retry [dosing]
2024-01-12 07:33:28,813 : WARNING : No results for [a dural puncture headache], Retry [dural puncture headache]
2024-01-12 07:33:34,290 : WARNING : No results for [sensitization mechanisms], Retry [mechanisms]
2024-01-12 07:33:35,979 : WARNING : No results for [the hepatic injury], Retry [hepatic injury]
2024-01-12 07:33:38,561 : WARNING : No results for [sulfadiazine hypersensitivity], Retry [hypersensitivity]
2024-01-12 07:33:40,372 : WARNING : No results for [potential immunosuppression], Retry [immunosuppression]
2024-01-12 07:33:44,968 : WARNING : No results for [toxoplasmic chorioretinitis], Retry [chorioretinitis]
2024-01-12 07:33:47,479 : WARNING : No results for [ovulation induction therapy], Retry [induction therapy]
2024-01-12 07:33:49,928 : WARNING : No results for [Severe erythroderma], Retry [erythroderma]
2024-01-12 07:33:51,649 : WARNING : No results for [continuous epoprostenol therapy], Retry [epoprostenol therapy]
2024-01-12 07:33:52,384 : WARNING : No results for [epoprostenol therapy], Retry [therapy]
2024-01-12 07:34:00,888 : WARNING : No results for [compulsive symptoms], Retry [symptoms]
2024-01-12 07:34:05,487 : WARNING : No results for [induced arteriospasm], Retry [arteriospasm]
2024-01-12 07:34:07,078 : WARNING : No results for [mechanical intra - arterial dilatation], Retry [intra - arterial dilatation]
2024-01-12 07:34:07,728 : WARNING : No results for [intra - arterial dilatation], Retry [- arterial dilatation]
2024-01-12 07:34:10,914 : WARNING : No results for [the usual hypoplasia], Retry [usual hypoplasia]
2024-01-12 07:34:11,641 : WARNING : No results for [usual hypoplasia], Retry [hypoplasia]
2024-01-12 07:34:13,375 : WARNING : No results for [massive plasmocytosis], Retry [plasmocytosis]
2024-01-12 07:34:16,705 : WARNING : No results for [a surgical abdomen], Retry [surgical abdomen]
2024-01-12 07:34:19,292 : WARNING : No results for [interferon therapy], Retry [therapy]
2024-01-12 07:34:22,988 : WARNING : No results for [moderate oxygen administration], Retry [oxygen administration]
2024-01-12 07:34:25,527 : WARNING : No results for [the phenytoin hypersensitivity syndrome], Retry [phenytoin hypersensitivity syndrome]
2024-01-12 07:34:26,171 : WARNING : No results for [phenytoin hypersensitivity syndrome], Retry [hypersensitivity syndrome]
2024-01-12 07:34:35,320 : WARNING : No results for [risperidone treatment], Retry [treatment]
2024-01-12 07:34:37,147 : WARNING : No results for [the encephalopathy], Retry [encephalopathy]
2024-01-12 07:34:38,809 : WARNING : No results for [clozapine treatment], Retry [treatment]
2024-01-12 07:34:41,471 : WARNING : No results for [a subacute cholestatic hepatitis], Retry [subacute cholestatic hepatitis]
2024-01-12 07:34:42,111 : WARNING : No results for [subacute cholestatic hepatitis], Retry [cholestatic hepatitis]
2024-01-12 07:34:43,764 : WARNING : No results for [herbal related liver injury], Retry [related liver injury]
2024-01-12 07:34:44,358 : WARNING : No results for [related liver injury], Retry [liver injury]
2024-01-12 07:34:52,465 : WARNING : No results for [acute proximal muscle weakness], Retry [proximal muscle weakness]
2024-01-12 07:34:56,994 : WARNING : No results for [a leukotriene receptor antagonist], Retry [leukotriene receptor antagonist]
2024-01-12 07:35:01,228 : WARNING : No results for [Eruptive epidermoid cysts], Retry [epidermoid cysts]
2024-01-12 07:35:05,736 : WARNING : No results for [nonsurgical termination], Retry [termination]
2024-01-12 07:35:07,441 : WARNING : No results for [an ectopic pregnancy], Retry [ectopic pregnancy]
2024-01-12 07:35:10,989 : WARNING : No results for [the acquired immunodeficiency syndrome], Retry [acquired immunodeficiency syndrome]
2024-01-12 07:35:14,512 : WARNING : No results for [subfascial hemorrhage], Retry [hemorrhage]
2024-01-12 07:35:16,260 : WARNING : No results for [Postoperative hypocalcemic tetany], Retry [hypocalcemic tetany]
2024-01-12 07:35:17,957 : WARNING : No results for [fleet phospho - soda preparation], Retry [phospho - soda preparation]
2024-01-12 07:35:18,848 : WARNING : No results for [phospho - soda preparation], Retry [- soda preparation]
2024-01-12 07:35:19,441 : WARNING : No results for [- soda preparation], Retry [soda preparation]
2024-01-12 07:35:20,020 : WARNING : No results for [soda preparation], Retry [preparation]
2024-01-12 07:35:24,577 : WARNING : No results for [steroid - dependent Crohn 's colitis], Retry [- dependent Crohn 's colitis]
2024-01-12 07:35:25,230 : WARNING : No results for [- dependent Crohn 's colitis], Retry [dependent Crohn 's colitis]
2024-01-12 07:35:25,888 : WARNING : No results for [dependent Crohn 's colitis], Retry [Crohn 's colitis]
2024-01-12 07:35:27,483 : WARNING : No results for [maintenance infliximab infusions], Retry [infliximab infusions]
2024-01-12 07:35:30,035 : WARNING : No results for [a lupus - like syndrome], Retry [lupus - like syndrome]
2024-01-12 07:35:31,759 : WARNING : No results for [her initial infusion], Retry [initial infusion]
2024-01-12 07:35:32,469 : WARNING : No results for [initial infusion], Retry [infusion]
2024-01-12 07:35:37,860 : WARNING : No results for [Intraventricular vancomycin], Retry [vancomycin]
2024-01-12 07:35:39,471 : WARNING : No results for [induced cerebrospinal fluid eosinophilia], Retry [cerebrospinal fluid eosinophilia]
2024-01-12 07:35:40,137 : WARNING : No results for [cerebrospinal fluid eosinophilia], Retry [fluid eosinophilia]
2024-01-12 07:35:41,727 : WARNING : No results for [Acute ocular ischemic change], Retry [ocular ischemic change]
2024-01-12 07:35:42,338 : WARNING : No results for [ocular ischemic change], Retry [ischemic change]
2024-01-12 07:35:43,033 : WARNING : No results for [ischemic change], Retry [change]
2024-01-12 07:35:45,375 : WARNING : No results for [vascular compromised diabetic retinopathy], Retry [compromised diabetic retinopathy]
2024-01-12 07:35:45,992 : WARNING : No results for [compromised diabetic retinopathy], Retry [diabetic retinopathy]
2024-01-12 07:35:48,347 : WARNING : No results for [Progressive hypokalemia], Retry [hypokalemia]
2024-01-12 07:35:50,013 : WARNING : No results for [phosphate treatment], Retry [treatment]
2024-01-12 07:35:52,606 : WARNING : No results for [a severe bullous eruption], Retry [severe bullous eruption]
2024-01-12 07:35:53,253 : WARNING : No results for [severe bullous eruption], Retry [bullous eruption]
2024-01-12 07:35:54,957 : WARNING : No results for [high - dose cytarabine], Retry [- dose cytarabine]
2024-01-12 07:36:00,204 : WARNING : No results for [this medication], Retry [medication]
2024-01-12 07:36:03,045 : WARNING : No results for [associated hepatotoxicity], Retry [hepatotoxicity]
2024-01-12 07:36:04,672 : WARNING : No results for [the kidney graft recipient], Retry [kidney graft recipient]
2024-01-12 07:36:05,353 : WARNING : No results for [kidney graft recipient], Retry [graft recipient]
2024-01-12 07:36:06,946 : WARNING : No results for [an extensive skin rash], Retry [extensive skin rash]
2024-01-12 07:36:07,587 : WARNING : No results for [extensive skin rash], Retry [skin rash]
2024-01-12 07:36:10,147 : WARNING : No results for [life - threatening bone marrow aplasia], Retry [- threatening bone marrow aplasia]
2024-01-12 07:36:20,787 : WARNING : No results for [this complication], Retry [complication]
2024-01-12 07:36:32,466 : WARNING : No results for [Dural sinus thrombosis], Retry [sinus thrombosis]
2024-01-12 07:36:35,125 : WARNING : No results for [induction treatment], Retry [treatment]
2024-01-12 07:36:45,624 : WARNING : No results for [permanent IgE increase], Retry [IgE increase]
2024-01-12 07:36:46,270 : WARNING : No results for [IgE increase], Retry [increase]
2024-01-12 07:36:49,977 : WARNING : No results for [the drug toxicity], Retry [drug toxicity]
2024-01-12 07:36:52,600 : WARNING : No results for [Progressive hypoxemia], Retry [hypoxemia]
2024-01-12 07:36:55,211 : WARNING : No results for [rituximab administration], Retry [administration]
2024-01-12 07:37:09,024 : WARNING : No results for [intravenous ritodrine therapy], Retry [ritodrine therapy]
2024-01-12 07:37:09,715 : WARNING : No results for [ritodrine therapy], Retry [therapy]
2024-01-12 07:37:15,352 : WARNING : No results for [protracted duration], Retry [duration]
2024-01-12 07:37:17,141 : WARNING : No results for [conventional thionamide therapy], Retry [thionamide therapy]
2024-01-12 07:37:17,909 : WARNING : No results for [thionamide therapy], Retry [therapy]
2024-01-12 07:37:20,855 : WARNING : No results for [severe adverse drug reactions], Retry [adverse drug reactions]
2024-01-12 07:37:23,458 : WARNING : No results for [several anticancer chemotherapies], Retry [anticancer chemotherapies]
2024-01-12 07:37:24,073 : WARNING : No results for [anticancer chemotherapies], Retry [chemotherapies]
2024-01-12 07:37:25,834 : WARNING : No results for [mitomycin C - based chemotherapy regimens], Retry [C - based chemotherapy regimens]
2024-01-12 07:37:26,570 : WARNING : No results for [C - based chemotherapy regimens], Retry [- based chemotherapy regimens]
2024-01-12 07:37:27,209 : WARNING : No results for [- based chemotherapy regimens], Retry [based chemotherapy regimens]
2024-01-12 07:37:27,831 : WARNING : No results for [based chemotherapy regimens], Retry [chemotherapy regimens]
2024-01-12 07:37:31,404 : WARNING : No results for [the proximal muscle weakness], Retry [proximal muscle weakness]
2024-01-12 07:37:32,982 : WARNING : No results for [Severe hepatocellular dysfunction], Retry [hepatocellular dysfunction]
2024-01-12 07:37:33,766 : WARNING : No results for [hepatocellular dysfunction], Retry [dysfunction]
2024-01-12 07:37:35,395 : WARNING : No results for [cyproterone acetate therapy], Retry [acetate therapy]
2024-01-12 07:37:40,747 : WARNING : No results for [emerging diabetes mellitus], Retry [diabetes mellitus]
2024-01-12 07:37:43,337 : WARNING : No results for [The ampicillin rash], Retry [ampicillin rash]
2024-01-12 07:37:43,955 : WARNING : No results for [ampicillin rash], Retry [rash]
2024-01-12 07:37:51,398 : WARNING : No results for [TB liver], Retry [liver]
2024-01-12 07:37:55,869 : WARNING : No results for [Aggressive endometrial carcinoma], Retry [endometrial carcinoma]
2024-01-12 07:37:57,394 : WARNING : No results for [a breast cancer], Retry [breast cancer]
2024-01-12 07:38:01,897 : WARNING : No results for [a cachectic AIDS], Retry [cachectic AIDS]
2024-01-12 07:38:02,601 : WARNING : No results for [cachectic AIDS], Retry [AIDS]
2024-01-12 07:38:12,601 : WARNING : No results for [the clinical symptoms], Retry [clinical symptoms]
2024-01-12 07:38:14,347 : WARNING : No results for [Carbamazepine intoxication], Retry [intoxication]
2024-01-12 07:38:16,000 : WARNING : No results for [This eruption], Retry [eruption]
2024-01-12 07:38:18,299 : WARNING : No results for [Deepening of lid sulcus], Retry [lid sulcus]
2024-01-12 07:38:18,933 : WARNING : No results for [lid sulcus], Retry [sulcus]
2024-01-12 07:38:20,678 : WARNING : No results for [topical bimatoprost therapy], Retry [bimatoprost therapy]
2024-01-12 07:38:21,413 : WARNING : No results for [bimatoprost therapy], Retry [therapy]
2024-01-12 07:38:24,266 : WARNING : No results for [induced cardiotoxicity], Retry [cardiotoxicity]
2024-01-12 07:38:26,692 : WARNING : No results for [this agent], Retry [agent]
2024-01-12 07:38:31,274 : WARNING : No results for [mild left ptosis], Retry [left ptosis]
2024-01-12 07:38:35,447 : WARNING : No results for [A dapsone hypersensitivity syndrome], Retry [dapsone hypersensitivity syndrome]
2024-01-12 07:38:36,087 : WARNING : No results for [dapsone hypersensitivity syndrome], Retry [hypersensitivity syndrome]
2024-01-12 07:38:48,387 : WARNING : No results for [Progressive pulmonary fibrosis], Retry [pulmonary fibrosis]
2024-01-12 07:38:53,215 : WARNING : No results for [supravenous hyperpigmentation], Retry [hyperpigmentation]
2024-01-12 07:38:57,266 : WARNING : No results for [enhanced hematopoietic toxicity], Retry [hematopoietic toxicity]
2024-01-12 07:38:57,873 : WARNING : No results for [hematopoietic toxicity], Retry [toxicity]
2024-01-12 07:39:00,402 : WARNING : No results for [the EBV], Retry [EBV]
2024-01-12 07:39:06,603 : WARNING : No results for [doxorubicin cardiomyopathy], Retry [cardiomyopathy]
2024-01-12 07:39:11,953 : WARNING : No results for [Erosion of psoriatic plaques], Retry [psoriatic plaques]
2024-01-12 07:39:12,601 : WARNING : No results for [psoriatic plaques], Retry [plaques]
2024-01-12 07:39:14,204 : WARNING : No results for [methotrexate toxicity], Retry [toxicity]
2024-01-12 07:39:15,937 : WARNING : No results for [topiramate - induced angle - closure glaucoma], Retry [- induced angle - closure glaucoma]
2024-01-12 07:39:19,578 : WARNING : No results for [severe anaphylaxis], Retry [anaphylaxis]
2024-01-12 07:39:25,827 : WARNING : No results for [a hematologic malignancy], Retry [hematologic malignancy]
2024-01-12 07:39:27,475 : WARNING : No results for [intravesical chemotherapy], Retry [chemotherapy]
2024-01-12 07:39:32,859 : WARNING : No results for [codeine intoxication], Retry [intoxication]
2024-01-12 07:39:37,356 : WARNING : No results for [The fetal valproate syndrome], Retry [fetal valproate syndrome]
2024-01-12 07:39:39,043 : WARNING : No results for [distinctive facial appearance], Retry [facial appearance]
2024-01-12 07:39:40,748 : WARNING : No results for [major and minor malformations], Retry [and minor malformations]
2024-01-12 07:39:41,516 : WARNING : No results for [and minor malformations], Retry [minor malformations]
2024-01-12 07:39:42,281 : WARNING : No results for [minor malformations], Retry [malformations]
2024-01-12 07:39:48,629 : WARNING : No results for [a coagulation disorder], Retry [coagulation disorder]
2024-01-12 07:39:52,820 : WARNING : No results for [intravenous lorazepam], Retry [lorazepam]
2024-01-12 07:39:54,611 : WARNING : No results for [atypical absence status seizures], Retry [absence status seizures]
2024-01-12 07:39:55,218 : WARNING : No results for [absence status seizures], Retry [status seizures]
2024-01-12 07:39:55,785 : WARNING : No results for [status seizures], Retry [seizures]
2024-01-12 07:39:58,290 : WARNING : No results for [severe visual loss], Retry [visual loss]
2024-01-12 07:40:00,022 : WARNING : No results for [mild neurotoxicity], Retry [neurotoxicity]
2024-01-12 07:40:02,799 : WARNING : No results for [intrathecal methotrexate], Retry [methotrexate]
2024-01-12 07:40:05,240 : WARNING : No results for [the atenolol], Retry [atenolol]
2024-01-12 07:40:06,945 : WARNING : No results for [the beta - blocker], Retry [beta - blocker]
2024-01-12 07:40:15,743 : WARNING : No results for [high - dose aspirin therapy], Retry [- dose aspirin therapy]
2024-01-12 07:40:16,358 : WARNING : No results for [- dose aspirin therapy], Retry [dose aspirin therapy]
2024-01-12 07:40:16,972 : WARNING : No results for [dose aspirin therapy], Retry [aspirin therapy]
2024-01-12 07:40:22,448 : WARNING : No results for [controlled - release morphine sulfate tablets], Retry [- release morphine sulfate tablets]
2024-01-12 07:40:24,051 : WARNING : No results for [Atypical neuroleptic malignant syndrome], Retry [neuroleptic malignant syndrome]
2024-01-12 07:40:26,682 : WARNING : No results for [acute reversible renal failure], Retry [reversible renal failure]
2024-01-12 07:40:27,413 : WARNING : No results for [reversible renal failure], Retry [renal failure]
2024-01-12 07:40:29,981 : WARNING : No results for [severe drug - resistant hypertension], Retry [drug - resistant hypertension]
2024-01-12 07:40:30,704 : WARNING : No results for [drug - resistant hypertension], Retry [- resistant hypertension]
2024-01-12 07:40:33,376 : WARNING : No results for [phenobarbital hypersensitivity], Retry [hypersensitivity]
2024-01-12 07:40:36,034 : WARNING : No results for [complete pleural fluid analysis], Retry [pleural fluid analysis]
2024-01-12 07:40:36,744 : WARNING : No results for [pleural fluid analysis], Retry [fluid analysis]
2024-01-12 07:40:40,258 : WARNING : No results for [complete pleural fluid analysis], Retry [pleural fluid analysis]
2024-01-12 07:40:41,004 : WARNING : No results for [pleural fluid analysis], Retry [fluid analysis]
2024-01-12 07:40:42,684 : WARNING : No results for [a similar glucose tolerance test], Retry [similar glucose tolerance test]
2024-01-12 07:40:43,393 : WARNING : No results for [similar glucose tolerance test], Retry [glucose tolerance test]
2024-01-12 07:40:44,968 : WARNING : No results for [postprandial hyperglycemia], Retry [hyperglycemia]
2024-01-12 07:40:50,364 : WARNING : No results for [the clinical and liver biopsy], Retry [clinical and liver biopsy]
2024-01-12 07:40:51,098 : WARNING : No results for [clinical and liver biopsy], Retry [and liver biopsy]
2024-01-12 07:41:04,624 : WARNING : No results for [the severe angioedematous reaction], Retry [severe angioedematous reaction]
2024-01-12 07:41:05,458 : WARNING : No results for [severe angioedematous reaction], Retry [angioedematous reaction]
2024-01-12 07:41:06,244 : WARNING : No results for [angioedematous reaction], Retry [reaction]
2024-01-12 07:41:07,965 : WARNING : No results for [BP topical application], Retry [topical application]
2024-01-12 07:41:09,540 : WARNING : No results for [the strong reaction], Retry [strong reaction]
2024-01-12 07:41:19,679 : WARNING : No results for [continuous dobutamine infusion], Retry [dobutamine infusion]
2024-01-12 07:41:22,219 : WARNING : No results for [concordant acute lymphoblastic leukemia], Retry [acute lymphoblastic leukemia]
2024-01-12 07:41:25,908 : WARNING : No results for [central nervous system prophylaxis], Retry [nervous system prophylaxis]
2024-01-12 07:41:26,664 : WARNING : No results for [nervous system prophylaxis], Retry [system prophylaxis]
2024-01-12 07:41:27,393 : WARNING : No results for [system prophylaxis], Retry [prophylaxis]
2024-01-12 07:41:33,839 : WARNING : No results for [carbamazepine administration], Retry [administration]
2024-01-12 07:41:35,641 : WARNING : No results for [generalized tonic - elonic seizures], Retry [tonic - elonic seizures]
2024-01-12 07:41:36,345 : WARNING : No results for [tonic - elonic seizures], Retry [- elonic seizures]
2024-01-12 07:41:37,026 : WARNING : No results for [- elonic seizures], Retry [elonic seizures]
2024-01-12 07:41:37,696 : WARNING : No results for [elonic seizures], Retry [seizures]
2024-01-12 07:41:39,354 : WARNING : No results for [indinavir - associated nephrotoxicity], Retry [- associated nephrotoxicity]
2024-01-12 07:41:40,136 : WARNING : No results for [- associated nephrotoxicity], Retry [associated nephrotoxicity]
2024-01-12 07:41:40,897 : WARNING : No results for [associated nephrotoxicity], Retry [nephrotoxicity]
2024-01-12 07:41:45,469 : WARNING : No results for [the hyponatremia], Retry [hyponatremia]
2024-01-12 07:41:51,789 : WARNING : No results for [the newer macrolide antibiotics clarithromycin], Retry [newer macrolide antibiotics clarithromycin]
2024-01-12 07:41:52,465 : WARNING : No results for [newer macrolide antibiotics clarithromycin], Retry [macrolide antibiotics clarithromycin]
2024-01-12 07:41:53,487 : WARNING : No results for [macrolide antibiotics clarithromycin], Retry [antibiotics clarithromycin]
2024-01-12 07:41:54,214 : WARNING : No results for [antibiotics clarithromycin], Retry [clarithromycin]
2024-01-12 07:41:56,763 : WARNING : No results for [pre - existent myasthenia gravis], Retry [- existent myasthenia gravis]
2024-01-12 07:41:57,408 : WARNING : No results for [- existent myasthenia gravis], Retry [existent myasthenia gravis]
2024-01-12 07:41:58,044 : WARNING : No results for [existent myasthenia gravis], Retry [myasthenia gravis]
2024-01-12 07:42:00,689 : WARNING : No results for [a marked exacerbation], Retry [marked exacerbation]
2024-01-12 07:42:02,162 : WARNING : No results for [myasthenic weakness], Retry [weakness]
2024-01-12 07:42:07,507 : WARNING : No results for [a new complete right bundle branch block], Retry [new complete right bundle branch block]
2024-01-12 07:42:08,133 : WARNING : No results for [new complete right bundle branch block], Retry [complete right bundle branch block]
2024-01-12 07:42:14,165 : WARNING : No results for [neuroleptic toxicity], Retry [toxicity]
